OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
17036,1526918,1315,39,AGG ASSAULT,245(A)(4)AWDW-FORCE ONLY,4,4A,0955,2021/06/29 06:47:00+00
17037,1526920,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4A,0908,2021/06/29 04:54:00+00
17038,1526921,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,5,5B,1369,2021/06/27 10:35:00+00
17039,1526922,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,4,4B,1326,2021/06/29 04:50:00+00
17040,1526923,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2C,0605,2021/06/10 01:25:00+00
17041,1526926,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0337,2021/06/28 23:00:00+00
17042,1526936,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1B,0353,2021/06/24 07:10:00+00
17043,1526938,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,1258,2021/06/23 22:30:00+00
17044,1526942,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0764,2021/06/29 03:30:00+00
17045,1526943,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,0505,2021/06/24 18:05:00+00
17046,1526944,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6B,1017,2021/06/22 04:00:00+00
17047,1526945,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0775,2021/06/21 22:20:00+00
17048,1526946,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,0958,2021/06/16 04:30:00+00
17049,1526947,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1269,2021/06/21 21:00:00+00
17050,1526948,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,0563,2021/06/25 05:00:00+00
17051,1526949,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1351,2021/06/10 02:40:00+00
17052,1526950,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0853,2021/06/25 09:00:00+00
17053,1526953,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,1101,2021/06/27 06:54:00+00
17054,1526954,5212,65,WEAPON OFFENSE,24610 POSS UNDETECTABLE GUN,UI,UI,UI,2021/06/29 06:55:00+00
17055,1526956,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1084,2021/06/10 18:00:00+00
17056,1526957,2302,0,LARCENY,487(C) GRAND THEFT-PURSE SNTCH,4,4A,0901,2021/06/27 23:54:00+00
17057,1526958,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0766,2021/06/29 15:15:00+00
17058,1526959,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0307,2021/06/01 14:53:00+00
17059,1526960,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,5,5B,1359,2021/06/28 08:59:00+00
17060,1526961,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1035,2021/06/23 02:24:00+00
17061,1526962,2301,0A,LARCENY,487(C) GRAND THEFT-PERS <$950,4,4C,1289,2021/06/27 17:30:00+00
17062,1526963,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0937,2021/06/21 04:08:00+00
17063,1526964,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,0773,2021/06/29 15:34:00+00
17064,1526965,1315,15,AGG ASSAULT,244 PC ASSAULT W/ CAUST CHEMIC,3,3A,0783,2021/06/29 17:07:00+00
17065,1526966,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1064,2021/06/28 02:00:00+00
17066,1526967,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0877,2021/06/21 01:30:00+00
17067,1526968,2999,091,TAMPERING,10852 VC VEHICLE TAMPERING,3,3B,0748,2021/06/24 18:29:00+00
17068,1526970,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,1278,2021/06/22 17:32:00+00
17069,1526972,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1146,2021/06/22 16:15:00+00
17070,1526973,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6E,1101,2021/06/29 15:55:00+00
17071,1526974,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0841,2021/06/18 13:33:00+00
17072,1526975,2803,05,STOLEN PROP,496(A) REC STOLEN PROP-MISD,6,6A,1011,2021/06/29 16:56:00+00
17073,1526976,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,1624,2021/06/25 11:05:00+00
17074,1526977,5499,13,TRAFFIC VIO,23109(A)ILLEGAL SPEED CONTEST,6,6C,1136,2021/06/25 23:02:00+00
17075,1526978,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6A,1014,2021/06/29 02:41:00+00
17076,1526986,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0617,2021/05/23 15:11:00+00
17077,1526987,5206,1,FIREWORKS,12671 HS SELL/USE UNCLASS FIRE,2,2C,0558,2021/06/29 21:17:00+00
17078,1526988,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,6,6C,1145,2021/05/30 11:19:00+00
17079,1526989,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5A,1365,2021/06/21 14:59:00+00
17080,1526994,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,2,2A,0508,2021/06/20 15:20:00+00
17081,1526995,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0563,2021/06/29 02:25:00+00
17082,1527000,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,2,2A,0226,2021/06/29 22:58:00+00
17083,1527004,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3A,0715,2021/06/28 15:43:00+00
17084,1527006,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4C,1311,2021/06/29 11:03:00+00
17085,1527007,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1441,2021/06/29 03:45:00+00
17086,1527008,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,6,6C,1427,2021/06/29 04:00:00+00
17087,1527010,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1422,2021/06/27 01:00:00+00
17088,1527013,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3A,0764,2021/06/30 00:14:00+00
17089,1527014,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0106,2021/06/29 05:32:00+00
17090,1527018,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,1,1B,0410,2021/06/28 21:05:00+00
17091,1527019,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,4,4C,1251,2021/06/28 20:09:00+00
17092,1527020,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3A,0721,2021/06/30 04:34:00+00
17093,1527021,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,2,2C,0603,2021/06/28 19:00:00+00
17094,1527022,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0768,2021/06/30 05:54:00+00
17095,1527024,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0903,2021/06/14 15:40:00+00
17096,1527025,1212,0,ROBBERY,215(A) PC CARJACKING,6,6A,1051,2021/06/30 02:45:00+00
17097,1527026,0999,1,HOMICIDE,187(A) HOMICIDE,6,6E,0878,2021/06/30 07:17:00+00
17098,1527027,5499,141,TRAFFIC,2800.1(A) VC EVADE PEACE OFCR,UI,UI,UI,2021/06/27 14:11:00+00
17099,1527029,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4B,0977,2021/06/21 00:15:00+00
17100,1527030,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6B,1088,2021/06/23 20:52:00+00
17101,1527031,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2C,0602,2021/06/05 02:24:00+00
17102,1527032,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,4,4A,0905,2021/06/27 15:38:00+00
17103,1527034,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,1101,2021/06/30 13:30:00+00
17104,1527035,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,4,4C,1287,2021/06/29 22:15:00+00
17105,1527036,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0619,2021/06/30 00:09:00+00
17106,1527037,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,3,3A,0785,2021/06/28 00:29:00+00
17107,1527038,1399,6,ASSAULT,368(B)(1) CRUELTY ELDER W/INJ,5,5C,1635,2021/06/28 21:02:00+00
17108,1527039,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0526,2021/06/30 04:53:00+00
17109,1527041,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,6,6E,1101,2021/06/27 06:54:00+00
17110,1527042,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,1115,2021/06/27 07:00:00+00
17111,1527043,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5C,1606,2021/06/27 04:19:00+00
17112,1527044,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,1606,2021/06/28 20:00:00+00
17113,1527045,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2A,0233,2021/06/28 02:00:00+00
17114,1527046,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0705,2021/06/23 23:00:00+00
17115,1527047,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1393,2021/06/30 13:30:00+00
17116,1527048,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,4,4C,0985,2021/06/20 23:28:00+00
17117,1527049,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6B,1402,2021/06/15 02:13:00+00
17118,1527050,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0344,2021/06/30 03:00:00+00
17119,1527052,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,2,2C,0613,2021/06/20 12:08:00+00
17120,1527053,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,2,2B,0523,2021/06/18 15:07:00+00
17121,1527055,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,0628,2021/06/29 00:44:00+00
17122,1527056,2304,0,LARCENY,484 PC PETTY THEFT AUTO PART,3,3A,0785,2021/06/09 07:00:00+00
17123,1527058,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5A,1394,2021/06/23 19:00:00+00
17124,1527059,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,1,1A,0334,2021/06/29 08:40:00+00
17125,1527060,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,2,2C,0606,2021/06/10 19:26:00+00
17126,1527061,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,2,2C,0606,2021/06/22 23:27:00+00
17127,1527062,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0726,2021/06/30 04:00:00+00
17128,1527063,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,2,2C,0625,2021/06/29 16:08:00+00
17129,1527064,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0774,2021/06/28 15:17:00+00
17130,1527065,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,6,6C,1427,2021/06/27 04:34:00+00
17131,1527067,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6D,0831,2021/06/29 17:13:00+00
17132,1527068,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4A,0945,2021/06/30 02:21:00+00
17133,1527069,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6A,1011,2021/06/07 19:43:00+00
17134,1527070,2699,4,FRAUD,532 PC FRAUD OBTAIN MONEY ETC,4,4C,1257,2021/05/07 15:00:00+00
17135,1527071,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6A,1081,2021/06/18 01:50:00+00
17136,1527072,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0239,2021/06/30 02:00:00+00
17137,1527073,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,6,6D,0846,2021/06/28 20:13:00+00
17138,1527074,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6B,1086,2021/06/29 22:30:00+00
17139,1527075,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0305,2021/06/30 11:00:00+00
17140,1527078,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,4,4C,1225,2021/06/30 04:20:00+00
17141,1527082,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,4,4B,0978,2021/06/30 17:45:00+00
17142,1527083,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2B,0552,2021/06/30 05:28:00+00
17143,1527085,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0404,2021/06/30 05:45:00+00
17144,1527086,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,5,5B,1602,2021/06/30 08:55:00+00
17145,1527087,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0226,2021/04/05 07:00:00+00
17146,1527088,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2A,0517,2021/06/30 15:49:00+00
17147,1527089,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,2,2B,0522,2021/06/30 10:30:00+00
17148,1527090,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6E,0888,2021/06/25 09:00:00+00
17149,1527091,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,0136,2021/06/23 20:15:00+00
17150,1527092,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0748,2021/06/25 16:50:00+00
17151,1527093,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0106,2021/06/26 00:00:00+00
17152,1527094,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1B,0444,2021/06/30 06:59:00+00
17153,1527095,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0804,2021/06/10 17:58:00+00
17154,1527096,2399,40,LARCENY,490.2 GRAND THEFT <$950,3,3A,0764,2021/06/22 01:00:00+00
17155,1527097,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0736,2021/06/12 08:11:00+00
17156,1527098,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1441,2021/06/27 07:00:00+00
17157,1527100,2399,24,LARCENY,484 PC PETTY THFT-RECYCL METAL,1,1A,0304,2021/06/18 19:00:00+00
17158,1527101,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,3,3B,0728,2021/06/30 04:33:00+00
17159,1527102,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0106,2021/06/15 02:18:00+00
17160,1527104,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0336,2021/06/27 04:00:00+00
17161,1527106,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0747,2021/06/29 23:27:00+00
17162,1527107,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0915,2021/06/30 19:30:00+00
17163,1527108,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0619,2021/06/16 21:02:00+00
17164,1527110,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5B,1359,2021/06/17 15:01:00+00
17165,1527113,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,6,6B,1421,2021/06/29 16:34:00+00
17166,1527114,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,1251,2021/06/26 08:30:00+00
17167,1527122,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0442,2021/06/25 19:00:00+00
17168,1527123,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0435,2021/05/06 21:50:00+00
17169,1527137,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,6,6C,1427,2021/06/30 19:00:00+00
17170,1527139,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0421,2021/06/05 05:45:00+00
17171,1527140,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1B,0435,2021/06/17 06:00:00+00
17172,1527144,2308,3,THEFT,488 PC PETTY THEFT,5,5A,1501,2021/06/11 19:00:00+00
17173,1527145,2999,34,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,6,6B,1047,2021/06/26 08:15:00+00
17174,1527150,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2B,0564,2021/06/18 15:10:00+00
17175,1527151,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2A,0212,2021/06/26 10:30:00+00
17176,1527152,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0847,2021/06/23 19:10:00+00
17177,1527153,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1153,2021/06/01 08:07:00+00
17178,1527154,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,0611,2021/02/09 08:01:00+00
17179,1527155,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0531,2021/06/30 18:00:00+00
17180,1527156,4801,1,OBSTRUCTING,69 PC OBST/RESIST EXEC OFC-FEL,2,2C,0625,2021/06/29 20:36:00+00
17181,1527157,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,1,1C,0456,2021/06/29 16:08:00+00
17182,1527158,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6E,0878,2021/06/30 14:19:00+00
17183,1527159,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0563,2021/06/27 07:00:00+00
17184,1527162,5404,21,TRAFFIC,23152(G) DUI DRUGS & ALCOHOL,4,4B,1351,2021/06/25 09:59:00+00
17185,1527164,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4C,1331,2021/06/25 08:52:00+00
17186,1527165,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4C,1278,2021/06/30 20:49:00+00
17187,1527166,5202,11,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,UI,UI,UI,2021/06/30 02:22:00+00
17188,1527170,2304,0,LARCENY,484 PC PETTY THEFT AUTO PART,3,3A,0765,2021/06/28 23:00:00+00
17189,1527174,5403,1,TRAFFIC,23152(F) DUI DRUGS,2,2C,0628,2021/06/30 18:59:00+00
17190,1527175,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,0613,2021/06/30 19:59:00+00
17191,1527176,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2B,0552,2021/06/30 13:54:00+00
17192,1527177,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,0412,2021/06/26 19:42:00+00
17193,1527178,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0773,2021/06/26 22:06:00+00
17194,1527179,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,4,4C,1294,2021/05/29 18:56:00+00
17195,1527180,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,3,3A,0723,2021/06/28 21:00:00+00
17196,1527181,3501,01,NARCOTICS,11379(A)TRANS/SELL CONTRLD SUB,1,1C,0429,2021/06/30 01:07:00+00
17197,1527182,3522,11,NARCOTIC,11351 HS POSS/SALE OPIATE/NARC,UI,UI,UI,2021/06/30 23:42:00+00
17198,1527186,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0223,2021/06/30 20:25:00+00
17199,1527188,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,1221,2021/06/30 16:56:00+00
17200,1527189,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6E,0871,2021/06/30 15:51:00+00
17201,1527190,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1152,2021/06/30 18:51:00+00
17202,1527193,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,1064,2021/06/28 14:33:00+00
17203,1527194,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6A,1015,2021/06/30 06:50:00+00
17204,1527196,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,2,2C,0557,2021/06/28 23:00:00+00
17205,1527203,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1114,2021/06/30 21:55:00+00
17206,1527204,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,5,5C,1623,2021/07/01 00:06:00+00
17207,1527207,5404,21,TRAFFIC,23152(G) DUI DRUGS & ALCOHOL,4,4B,1351,2021/06/30 23:34:00+00
17208,1527209,5299,99,WEAPON OFFENSE,WEAPON OFFENSE-MISCELLANEOUS,2,2A,0507,2021/07/01 01:43:00+00
17209,1527210,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6C,1147,2021/06/30 11:30:00+00
17210,1527211,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6E,1116,2021/06/29 17:51:00+00
17211,1527214,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4B,1356,2021/07/01 03:37:00+00
17212,1527216,1313,21,BATTERY,243(B) PC BATTERY EMERG PERSON,3,3B,0748,2021/06/30 23:19:00+00
17213,1527218,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2B,0522,2021/07/01 01:13:00+00
17214,1527219,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,3,3B,0747,2021/06/26 17:15:00+00
17215,1527220,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,3,3B,0766,2021/06/30 18:27:00+00
17216,1527221,2204,0,BURGLARY,459 PC BURGLARY:RESIDENCE-NO FORCE,4,4A,0944,2021/06/30 16:49:00+00
17217,1527223,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,6,6B,1421,2021/06/23 09:36:00+00
17218,1527224,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,3,3A,0782,2021/06/30 07:00:00+00
17219,1527225,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,6,6C,1146,2021/06/25 00:44:00+00
17220,1527226,2205,3,BURGLARY,459.5 PC BURGLARY:SHOPLIFT <$950,6,6E,1101,2021/07/01 04:09:00+00
17221,1527228,1212,0,ROBBERY,215(A) PC CARJACKING,2,2B,0564,2021/06/29 11:45:00+00
17222,1527229,2399,2,LARCENY,484 PC PETTY THEFT,6,6E,1115,2021/06/30 05:22:00+00
17223,1527230,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,4,4C,1258,2021/06/30 12:07:00+00
17224,1527231,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,6,6B,1064,2021/06/29 10:07:00+00
17225,1527232,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,3,3B,0787,2021/06/26 15:15:00+00
17226,1527233,5400,3,TRAFFIC,TRAFFIC ACCIDENT-FATAL,6,6C,1147,2021/06/29 23:13:00+00
17227,1527234,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,3,3B,0748,2021/06/23 15:49:00+00
17228,1527235,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,4,4C,1298,2021/06/28 16:00:00+00
17229,1527236,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1383,2021/06/21 03:05:00+00
17230,1527237,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0302,2021/06/26 02:15:00+00
17231,1527238,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1502,2021/05/31 22:15:00+00
17232,1527239,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0409,2021/07/01 12:00:00+00
17233,1527240,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1147,2021/04/26 19:37:00+00
17234,1527241,2099,2,ARSON,451(B) PC ARSON OF INHAB STRUC,5,5C,1605,2021/06/24 08:20:00+00
17235,1527242,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0132,2021/06/01 19:32:00+00
17236,1527243,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0703,2021/06/01 22:53:00+00
17237,1527244,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,0734,2021/07/01 01:30:00+00
17238,1527245,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1427,2021/06/18 13:43:00+00
17239,1527246,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1421,2021/06/18 14:35:00+00
17240,1527248,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,4,4C,1298,2021/07/01 11:30:00+00
17241,1527249,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,0976,2021/06/18 19:12:00+00
17242,1527250,2404,12,AUTO THEFT,10855 VC LSE/RENT NOT RETURNED,6,6D,0861,2021/07/01 03:00:00+00
17243,1527251,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3M,0732,2021/06/20 05:09:00+00
17244,1527253,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1086,2021/06/21 01:00:00+00
17245,1527254,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0235,2021/06/21 01:36:00+00
17246,1527267,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0876,2021/06/21 17:09:00+00
17247,1527268,2404,12,AUTO THEFT,10855 VC LSE/RENT NOT RETURNED,3,3B,0736,2021/05/18 00:10:00+00
17248,1527269,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0307,2021/06/22 04:54:00+00
17249,1527270,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1391,2021/06/22 05:52:00+00
17250,1527272,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2A,0223,2021/07/01 06:40:00+00
17251,1527277,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1084,2021/07/01 08:39:00+00
17252,1527278,2699,8,FRAUD,587C PC EVADE PAYMENT RAILFARE,2,2C,0604,2021/07/01 15:32:00+00
17253,1527279,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1634,2021/06/22 07:02:00+00
17254,1527280,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0908,2021/06/25 00:15:00+00
